Timestamp,Amount,Merchant,Location,IsFraud
19-06-2023 19:52,5424.81,Lata-Bhat,Akola,FALSE
24-04-2021 01:25,6627.42,Garg Group,Ranchi,TRUE
19-05-2023 14:14,2792.3,Saxena-Lala,Shimoga,FALSE
16-08-2021 10:51,7534.47,Shenoy Group,Amaravati,TRUE
05-12-2021 04:16,2552.28,"Kapoor, Kurian and Dhaliwal",Gwalior,FALSE
30-01-2022 17:50,4625.36,Shan-Chahal,Gandhidham,FALSE
12-03-2021 21:14,7275.85,"Kant, Hari and Lad",Machilipatnam,FALSE
11-08-2020 01:50,1076.03,Shanker-Varkey,Mumbai,TRUE
18-05-2021 12:21,2313.51,Sule Group,Vijayawada,FALSE
19-02-2020 14:11,8939.01,Sodhi-Sarma,Tirunelveli,FALSE
27-01-2021 19:53,608.88,"Sharaf, Tata and Chopra",Mumbai,TRUE
21-03-2020 10:44,1882.89,"Ben, Subramaniam and Lata",Burhanpur,TRUE
08-10-2020 05:55,7302.4,"Gade, Lad and Kala",Tirunelveli,FALSE
22-05-2020 21:36,9612.01,"Gour, Madan and Kalla",Hosur,FALSE
29-03-2023 09:29,244.32,Vala-Dube,Proddatur,TRUE
16-07-2021 09:16,9204.08,Bahl-Jhaveri,Nagercoil,TRUE
30-11-2020 18:22,6987.2,Swaminathan-Bawa,Rajkot,FALSE
26-12-2021 12:31,8277.64,Sastry Ltd,Guwahati,FALSE
06-12-2021 14:08,4750.06,Maharaj LLC,Tiruchirappalli,TRUE
25-07-2020 00:42,6123.17,Bains-Ram,Muzaffarpur,FALSE
29-02-2020 03:33,2829.69,Kala-Krishnan,Madanapalle,FALSE
07-01-2020 02:42,4161.69,Loke-Deo,Avadi,TRUE
27-03-2023 19:48,4047.62,"Jha, Bajaj and Raju",Tezpur,TRUE
14-12-2020 15:18,1287.47,Khurana LLC,Kumbakonam,TRUE
15-01-2022 23:53,7295.55,"Ravi, Saini and Kalita",Rewa,FALSE
15-07-2021 07:31,4747.99,"Mand, Sen and Dhaliwal",Erode,FALSE
17-05-2020 00:45,4608.68,Ganguly Inc,Kolhapur,FALSE
24-03-2022 11:12,3935.15,Agate Group,Rohtak,FALSE
30-04-2021 14:21,2179.96,Tank-Balay,Satna,TRUE
08-08-2021 10:25,8647.36,Bakshi-Lata,Ichalkaranji,FALSE
29-04-2020 23:17,7131.07,"Ratta, Saxena and Anand",Ghaziabad,FALSE
28-11-2023 14:43,6195.25,Bawa-Sanghvi,Maheshtala,TRUE
28-12-2023 01:14,4901.13,"Gopal, Bawa and Issac",Jhansi,TRUE
16-01-2021 00:08,711.49,Rattan-Salvi,Thoothukudi,FALSE
03-11-2021 01:51,3806.47,"Lata, Sahota and Ahuja",Katihar,TRUE
01-12-2022 07:08,3656.51,Desai and Sons,Patiala,FALSE
27-06-2020 14:26,4750.87,Kata Group,Amaravati,FALSE
24-07-2021 10:06,4495.85,Bava-Viswanathan,Saharanpur,TRUE
07-02-2021 00:20,870.21,Handa Inc,Mango,FALSE
10-04-2022 04:00,6798.7,Goel Group,Belgaum,FALSE
29-05-2020 21:05,1200.03,Dhaliwal-Sen,Pallavaram,FALSE
18-10-2022 08:53,3441.57,Lad Inc,Bareilly,TRUE
01-07-2021 07:14,4557.55,"Buch, Chandra and Bir",Chittoor,FALSE
03-10-2022 08:27,4165.43,Buch and Sons,Morena,TRUE
11-05-2020 19:07,3701.37,"Dugal, Sandhu and Behl",Surendranagar Dudhrej,FALSE
03-09-2023 22:55,845.72,"Raju, Chowdhury and Baria",Ratlam,FALSE
11-07-2020 18:56,905.71,"Bhardwaj, Bassi and Gara",Bellary,FALSE
30-01-2022 02:01,1554.46,Bajaj-Kari,Bulandshahr,TRUE
27-07-2022 03:58,4871.62,Sampath-Bava,Katihar,TRUE
09-02-2021 19:41,1864.42,Virk-Bhatt,Pimpri-Chinchwad,FALSE
18-04-2020 18:13,9343.32,"Kaur, Taneja and Hayre",Karimnagar,FALSE
02-02-2022 19:28,7585.83,"Jani, Walia and Vora",Sasaram,FALSE
09-08-2023 06:21,2916.16,Singh PLC,Raurkela Industrial Township,FALSE
21-04-2023 13:17,925.28,"Krishnan, Agarwal and Savant",Amravati,TRUE
24-07-2023 05:34,5628.84,Kamdar Group,Hindupur,TRUE
28-03-2022 03:03,8198.08,"Borde, Hans and Gade",Bharatpur,FALSE
09-01-2021 21:13,3125.95,"Anne, Bose and Sha",Mirzapur,FALSE
31-08-2021 14:33,1311.62,"Agate, Chakraborty and Dayal",Madhyamgram,TRUE
05-09-2022 15:36,1968.15,"Venkataraman, Choudhury and Balakrishnan",Lucknow,FALSE
07-05-2020 03:53,3709.24,Batra-Bhandari,Rajpur Sonarpur,TRUE
22-09-2022 00:50,5690.17,Dada and Sons,Berhampore,TRUE
30-12-2020 17:24,6259.02,Chanda PLC,Kochi,TRUE
18-12-2020 08:26,9142.42,"Kulkarni, Bir and Sehgal",Kavali,TRUE
29-10-2023 01:40,5014.62,"Ganesan, Dara and Chad",Shahjahanpur,TRUE
14-05-2021 01:24,4656.9,"Dhaliwal, Karan and Sundaram",Uluberia,FALSE
29-08-2023 00:39,2414.62,Vala-Vig,Guntakal,TRUE
30-08-2022 18:38,25.94,Ghose PLC,Begusarai,FALSE
27-04-2021 03:41,9499.41,Andra Inc,Berhampur,FALSE
21-01-2023 19:04,1645.68,Chand-Chauhan,Vadodara,TRUE
17-12-2023 02:47,2296.03,Gara-Sha,Asansol,TRUE
02-02-2023 17:27,6072.85,"Bhargava, Sama and Karpe",Silchar,TRUE
13-05-2023 13:27,563.86,Rattan LLC,Nangloi Jat,TRUE
11-02-2022 08:08,5586.03,Bala-Shanker,Nashik,FALSE
10-04-2021 04:40,2173.44,Sarraf Ltd,Karawal Nagar,FALSE
01-08-2023 01:38,4148.31,Halder Group,Morena,TRUE
29-07-2023 15:48,8878.27,"Mander, Rastogi and Dave",Kadapa,FALSE
24-02-2022 20:16,1679.13,Dugar-Contractor,Bally,FALSE
13-03-2020 09:38,5117.55,Bawa-Majumdar,Shahjahanpur,TRUE
17-08-2023 22:42,1277.69,Subramanian LLC,Gandhidham,FALSE
15-09-2023 06:20,4970.23,Sem and Sons,Bellary,TRUE
07-03-2021 23:38,1550.64,Badal-Ghose,Adoni,FALSE
14-06-2022 21:01,2455.7,Kara-Sachdev,Kanpur,TRUE
08-01-2023 08:23,9333.94,"Basu, Thakur and D’Alia",Delhi,FALSE
12-10-2022 18:00,5725.8,"Vasa, Chawla and Sani",Jamshedpur,FALSE
04-09-2023 14:34,5175.23,Chandra-Chaudhary,Lucknow,FALSE
12-01-2022 16:31,4023.43,"Shetty, Deshpande and Ramachandran",Karimnagar,TRUE
15-06-2022 12:27,1669.33,Karnik Ltd,Parbhani,TRUE
16-07-2020 07:53,1521.95,"Kakar, Bhardwaj and Luthra",Darbhanga,FALSE
25-02-2023 19:02,6572.79,Vig LLC,Ajmer,FALSE
25-12-2022 22:13,6228.22,Contractor Group,Jaunpur,TRUE
19-07-2023 00:40,3100.16,"Hari, Bassi and Cherian",Alwar,TRUE
10-03-2023 02:32,3813.6,"Kaul, Goswami and Gulati",Ratlam,TRUE
02-03-2023 20:10,5908.34,Tata Inc,North Dumdum,TRUE
26-05-2023 00:02,399.68,"Bal, Bawa and Char",Noida,FALSE
21-07-2021 01:40,5751.22,"Ram, Deol and Chahal",Anantapur,FALSE
10-12-2021 14:10,3115.28,Bora Group,Faridabad,TRUE
08-09-2023 09:37,4838.02,Dora-Vala,Amravati,TRUE
25-10-2023 09:28,3259.44,Batra-Deshpande,Allahabad,FALSE
17-11-2021 03:48,6578.58,"Dugar, Wable and Sachar",Kurnool,FALSE
16-07-2020 17:22,6557.84,"Thaman, Sarraf and Sibal",Kanpur,FALSE
15-05-2021 13:54,7289.61,"Dua, Borra and Tak",Jalna,FALSE
27-03-2021 08:51,2933.35,Baria-Malhotra,Bathinda,TRUE
05-07-2023 15:15,5589.12,"Dhingra, Rana and Manda",Rewa,TRUE
23-11-2021 17:30,4353.66,Seshadri-Seth,Shahjahanpur,FALSE
26-02-2020 05:37,7707.71,Khurana Ltd,Howrah,FALSE
30-06-2021 02:22,4596.26,"Bhardwaj, Chatterjee and Reddy",Thiruvananthapuram,FALSE
09-11-2020 10:43,2868.19,"Sharma, Sarna and Raj",Amroha,FALSE
26-06-2023 07:23,2245.1,Gokhale Group,Noida,FALSE
04-04-2020 05:37,7157.95,Borde-Garde,Karnal,FALSE
06-11-2023 05:36,9470.37,Walla Ltd,Yamunanagar,FALSE
07-03-2020 07:20,3470.23,"Korpal, Varkey and Iyer",Dindigul,FALSE
17-12-2021 10:46,3895.91,Bhargava-Cherian,Mahbubnagar,TRUE
02-08-2022 12:42,4719.2,Kashyap-Bhattacharyya,Bettiah,FALSE
05-11-2022 13:41,3207.25,"Jhaveri, Thaker and Thaker",Mysore,TRUE
03-02-2020 09:39,8476.73,"Butala, Sundaram and Dhar",Guntur,FALSE
08-09-2021 13:25,5946.75,Chaudhary-Mangal,Hyderabad,TRUE
29-10-2021 01:54,9763.69,Ganesan-Magar,Rampur,TRUE
16-02-2022 02:15,2821.04,Choudhry LLC,Kozhikode,FALSE
24-05-2022 06:15,6630.56,Hari LLC,Bahraich,TRUE
29-09-2022 20:42,501.18,"Dube, Varghese and Dube",Pudukkottai,TRUE
31-12-2020 14:31,2786.2,Kata and Sons,Kurnool,TRUE
26-08-2023 02:10,9527.8,"Gandhi, Dhar and Rao",Avadi,FALSE
07-12-2021 17:45,3710.41,Sarma-Andra,Asansol,FALSE
12-12-2022 03:00,8942.7,Varghese LLC,Latur,FALSE
23-05-2021 18:57,850.25,"Jha, Sunder and Kunda",Serampore,FALSE
03-08-2021 14:10,3035.95,Luthra-Kara,Raebareli,TRUE
23-01-2020 00:01,7376.09,Sridhar LLC,Jammu,TRUE
16-02-2021 07:24,4000.79,"Kumer, Chaudhuri and Rao",Sultan Pur Majra,TRUE
02-06-2022 05:31,7533.12,Wable-Ram,Bhubaneswar,TRUE
09-07-2022 06:26,9934.79,Bali and Sons,Ranchi,TRUE
06-12-2020 19:14,6451.65,"Bains, Hegde and Jhaveri",Panvel,TRUE
27-01-2022 05:47,3705.4,Singhal and Sons,Cuttack,TRUE
24-12-2020 01:51,4013.13,"Buch, Kata and Krishna",Bettiah,FALSE
11-12-2022 02:43,9783.48,Apte-Ramaswamy,Dindigul,TRUE
22-10-2022 04:04,6694.28,"Chakraborty, Kant and Kara",Vasai-Virar,FALSE
02-03-2022 22:46,8586.1,"Thakkar, Kant and Karnik",Shimla,FALSE
29-11-2022 21:11,6181.65,Hayer Inc,Adoni,TRUE
13-02-2020 19:42,3629.94,"Khalsa, Srivastava and Wadhwa",Munger,TRUE
03-10-2020 07:41,7706.24,Aurora-Sandal,Khora ,TRUE
10-09-2020 08:46,3406.42,Gill-Shanker,Katihar,TRUE
09-02-2023 07:34,5698.46,Lalla Ltd,Danapur,TRUE
07-03-2023 23:49,3149.46,"Dhaliwal, Kannan and Apte",Nizamabad,TRUE
27-05-2023 06:11,321.23,"Doctor, Thakur and Baral",Ranchi,TRUE
20-06-2021 07:55,4236.37,Mann-Ahuja,Karaikudi,TRUE
17-09-2022 03:11,5363.88,Chadha Inc,Bhiwani,TRUE
16-02-2022 14:48,2889.9,Chakraborty-Biswas,Bilaspur,TRUE
16-10-2021 04:11,5358.61,Dara-Majumdar,Lucknow,FALSE
03-02-2023 17:13,9342.29,Behl Ltd,Indore,FALSE
23-06-2022 06:29,9612.54,Grewal Group,Durgapur,TRUE
20-04-2022 19:18,3966.93,"Kota, Dhillon and Bath",Danapur,TRUE
16-03-2023 20:06,749.35,Sathe PLC,Ujjain,FALSE
12-10-2023 15:22,9231.54,"Mandal, Tiwari and Baria",Gudivada,FALSE
12-09-2020 23:19,9970.22,Chaudhry-Chaudhuri,Bhilai,TRUE
23-12-2020 18:58,8671.65,Som Inc,Silchar,TRUE
20-02-2022 18:33,8805.97,Buch PLC,Bharatpur,FALSE
11-04-2021 03:29,2715.97,"Mammen, Manne and Sanghvi",Kanpur,FALSE
29-05-2020 21:51,4703.65,"Badami, Wali and Setty",Panihati,TRUE
14-05-2020 08:29,1642.68,"Kalita, Bera and Khurana",Kozhikode,TRUE
16-03-2021 10:54,4758.87,"Korpal, Dave and Sahota",Buxar,FALSE
11-01-2021 16:47,5764.7,Kanda LLC,Kolkata,TRUE
20-06-2022 11:55,4296.75,Saraf and Sons,Rewa,FALSE
01-05-2022 14:31,351.96,Bajwa-Kara,Warangal,TRUE
10-06-2020 16:23,6825.1,Lad Inc,Indore,FALSE
09-07-2021 13:52,7855.01,"Bansal, Chhabra and Bera",Chandrapur,TRUE
24-04-2022 17:59,4049.15,Bhattacharyya-Tailor,Thiruvananthapuram,TRUE
29-06-2023 16:30,196.85,Seth-Bhavsar,Jehanabad,TRUE
10-02-2022 00:49,2914.88,Brar-Brar,Udupi,FALSE
24-09-2021 04:44,8614.17,Lad-Rao,Ahmedabad,TRUE
25-09-2023 12:58,7373.32,Cherian-Balan,Satara,TRUE
21-10-2021 15:32,8876.65,Lad and Sons,Ghaziabad,TRUE
27-08-2021 02:28,8149.74,Devan-Kashyap,Mumbai,FALSE
04-09-2023 00:43,4972.56,Sridhar-Dhillon,Machilipatnam,FALSE
07-03-2022 05:27,4593.16,Dua-Hegde,Adoni,TRUE
16-02-2023 13:48,2624.11,Hayer Group,Nellore,TRUE
02-06-2021 20:01,4502.12,Jha and Sons,Thane,FALSE
05-02-2020 12:18,1027.58,Chandra and Sons,Sasaram,TRUE
07-02-2023 11:07,4672.34,Gill Ltd,Jalandhar,TRUE
18-06-2020 17:15,8144.36,Karpe LLC,Pudukkottai,FALSE
20-03-2023 14:37,2507.64,"Rana, Kamdar and Dora",Nizamabad,TRUE
25-07-2023 18:57,2611.85,Sule-Bumb,Bilaspur,FALSE
02-01-2023 11:56,841.02,Issac-Chada,Ahmednagar,TRUE
29-10-2023 04:57,826.86,Gupta Group,Bhagalpur,FALSE
09-03-2022 06:47,705.54,Dey PLC,Deoghar,FALSE
20-12-2022 10:32,1385.31,"Chadha, Krish and Dass",Bhind,FALSE
21-11-2022 17:43,7900.71,Bobal Group,Pune,TRUE
27-11-2020 10:23,8243.77,Sachdev LLC,Mirzapur,TRUE
24-06-2022 10:50,1070.08,"Hans, Bhalla and Zacharia",Deoghar,TRUE
26-08-2020 22:53,5555.88,"Mandal, Yohannan and Ben",Etawah,FALSE
20-07-2023 08:43,5989.09,Madan LLC,Hazaribagh,TRUE
10-04-2021 13:09,3248.34,Kari-Yadav,Chennai,FALSE
22-04-2020 07:33,339.54,Grover-Kannan,Unnao,TRUE
01-12-2023 16:14,2377.79,"Karan, Chana and Iyer",Mahbubnagar,FALSE
28-07-2023 11:18,9290.61,Srivastava-Raval,Faridabad,TRUE
24-09-2022 16:37,5041.12,Sheth Group,Baranagar,FALSE
26-07-2021 04:28,5155.54,"Bose, Chander and Vasa",Mango,FALSE
26-09-2020 11:43,6314.14,Viswanathan-Sastry,Rourkela,FALSE
26-12-2020 22:29,2745.79,Venkatesh PLC,Gorakhpur,TRUE
30-09-2021 00:03,3496.35,Bhatti PLC,Shimoga,FALSE
26-08-2022 04:35,1735.84,Deol LLC,Tiruchirappalli,TRUE
22-12-2021 17:05,9674.16,Saraf and Sons,Ballia,FALSE
16-05-2022 23:40,9816.06,Sama-Apte,Srikakulam,TRUE
15-06-2023 15:01,4426.21,Ray Group,Surat,TRUE
20-05-2023 20:50,7290.33,Bajaj Group,Allahabad,TRUE
12-10-2021 16:11,966.4,Devi-Mandal,Dhule,FALSE
23-02-2023 17:54,4837.67,"Bhandari, Bali and Grewal",Gandhidham,TRUE
01-03-2021 19:53,6375.77,Gera-Srinivasan,Ballia,FALSE
15-02-2021 18:05,8316.01,Dugar-Shankar,Bokaro,FALSE
17-05-2021 06:17,6193.49,"Bhatia, Hans and Sehgal",Karaikudi,TRUE
07-02-2020 04:03,7388.67,"Deshpande, Kakar and Tak",Unnao,TRUE
11-11-2022 17:35,7173.83,"Rama, Upadhyay and Verma",Munger,FALSE
12-02-2023 16:11,7613.77,Kumer and Sons,Tezpur,FALSE
13-07-2023 20:26,6171.78,"Madan, Vala and Batra",Chapra,FALSE
19-10-2023 11:18,9612.34,"Toor, Cherian and Som",Ozhukarai,FALSE
15-12-2021 04:54,7232.04,Ramesh PLC,Bhiwani,FALSE
03-11-2021 09:57,9642.99,Ravi-Vasa,Kamarhati,FALSE
29-01-2020 09:11,4987.58,"Shukla, Dutt and Ramakrishnan",Farrukhabad,TRUE
29-12-2023 10:42,4252.41,Balasubramanian Ltd,Alwar,TRUE
26-12-2022 16:07,1813.03,"Dhar, Karnik and Andra",Gulbarga,FALSE
14-02-2020 15:37,4156.52,Baria Inc,Tadipatri,FALSE
22-02-2023 15:08,9133.96,"Kala, Toor and Agate",Jamalpur,TRUE
27-04-2021 05:08,6568.23,Madan and Sons,Udupi,TRUE
30-09-2020 05:07,1951.49,Chaudry Group,Morena,TRUE
21-04-2022 07:29,749.42,"Kant, Rastogi and Kulkarni",Ambala,TRUE
25-04-2022 04:05,5825.28,"Ganguly, Thaman and Dubey",Ahmedabad,TRUE
12-07-2021 01:17,1332.3,Ahuja-Luthra,Amritsar,FALSE
29-09-2021 07:19,344.84,"Sundaram, Bail and Raj",Bareilly,FALSE
08-01-2020 17:27,9321.99,Sant and Sons,Sangli-Miraj & Kupwad,TRUE
22-12-2021 19:39,8487.66,"Goswami, Sarma and Chandran",Amroha,FALSE
23-12-2021 03:14,4385.81,Bhavsar-Gade,Jalandhar,FALSE
07-03-2020 06:09,7743.48,Seshadri Inc,Aurangabad,FALSE
16-01-2022 02:11,3682.2,"Rajagopal, Ramakrishnan and Dave",Ballia,FALSE
27-04-2020 05:59,8673.26,Issac-Bose,Gudivada,TRUE
13-08-2022 12:08,368.66,Gole-Batra,Gwalior,TRUE
07-10-2021 06:50,3533.6,Ranganathan-Jani,Hubli–Dharwad,FALSE
25-10-2021 01:25,4548.28,Sahni Group,Rourkela,TRUE
25-05-2020 22:17,3075.64,"Taneja, Kulkarni and Chandra",Malegaon,TRUE
04-09-2021 01:16,5745.79,Zachariah and Sons,Kurnool,FALSE
08-03-2021 11:35,698.93,Mani-Dhaliwal,Saharsa,FALSE
17-05-2020 15:17,5884.31,"Swamy, Batta and Kota",Gurgaon,TRUE
18-03-2021 21:36,7641.73,"Choudhary, Sangha and Majumdar",Nangloi Jat,FALSE
14-01-2020 05:56,754.35,"Lal, Dhillon and Yadav",Haldia,FALSE
23-05-2022 16:57,5032.21,"Sagar, Kibe and Thakkar",Bhimavaram,FALSE
06-04-2020 22:45,6517.16,Sarkar-Dewan,Kumbakonam,TRUE
24-04-2023 17:22,164.36,Choudhary and Sons,Ozhukarai,FALSE
09-04-2021 19:32,1683.96,Saha-Bandi,Etawah,TRUE
23-06-2023 00:34,9196.32,"Sheth, Anne and Dugar",Aligarh,TRUE
27-09-2022 20:10,9522.9,Bhat LLC,Kadapa,FALSE
14-12-2022 11:14,5006.69,"Raval, Soman and Khare",Bhiwandi,TRUE
04-05-2023 05:08,2465.63,Malhotra Inc,Suryapet,TRUE
17-09-2023 22:22,2255.24,Kakar-Chaudry,Moradabad,TRUE
04-01-2021 04:54,3618.66,Lalla-Mahal,Bally,TRUE
02-07-2021 23:26,3570.24,Mander-Sridhar,Fatehpur,TRUE
04-03-2020 23:30,3109.96,Dayal Group,Surendranagar Dudhrej,FALSE
11-11-2020 21:11,7531.68,Rajagopalan-Reddy,Guwahati,FALSE
20-09-2023 04:22,9759.93,"Sarna, Halder and Varty",Ajmer,FALSE
15-02-2022 00:30,7225.87,"Vora, Dhawan and Das",Indore,TRUE
11-08-2022 15:47,6166.8,Amble-Baral,Durgapur,FALSE
04-09-2022 21:58,1753.39,Shroff and Sons,Silchar,TRUE
04-06-2020 09:17,2916.07,Loyal-Krish,Shivpuri,FALSE
26-05-2022 05:09,579.39,Jaggi Group,Machilipatnam,FALSE
22-11-2022 16:37,6944.94,"Bahl, Ravi and Mallick",Tadepalligudem,TRUE
27-07-2022 05:59,2466.73,Agarwal and Sons,Ambala,FALSE
24-04-2020 18:09,3693.25,Vyas and Sons,Thane,FALSE
23-10-2022 13:42,5092.01,"Suresh, Hora and Mangal",Tezpur,FALSE
22-02-2020 02:33,8026.9,"Kurian, Sami and Sheth",Chandrapur,TRUE
31-01-2022 10:44,9512.79,"Gara, Soman and Srivastava",Medininagar,TRUE
07-11-2020 09:52,3609.37,"Virk, Borah and Reddy",Khammam,TRUE
14-12-2020 08:25,2959.34,Aggarwal PLC,Navi Mumbai,TRUE
13-08-2022 19:53,5644.92,"Ahluwalia, Kothari and Sule",Darbhanga,FALSE
13-08-2023 03:03,236.32,Bhasin-Sama,Ghaziabad,FALSE
28-10-2020 09:11,8603.89,Chawla-Anand,New Delhi,TRUE
19-06-2021 00:00,1778.83,"Ravi, Singh and Bora",Gopalpur,FALSE
07-04-2020 02:11,3866.47,"Kumar, Dhar and Hora",Ongole,TRUE
10-10-2022 20:28,722.25,Dube-Kurian,Deoghar,FALSE
18-12-2022 11:49,8090.23,"Basak, Dhillon and Majumdar",Gwalior,TRUE
25-03-2023 16:11,7043.36,"Rajagopalan, Saxena and Ratti",Saharsa,FALSE
26-05-2021 13:58,839.31,"Acharya, Kanda and Chokshi",Karaikudi,TRUE
06-10-2023 16:58,3366.2,"Randhawa, Sabharwal and Jain",Satara,FALSE
28-12-2021 22:14,6258.42,Gala Ltd,Kadapa,FALSE
03-11-2022 18:57,8730.62,"Cheema, Cheema and Apte",Kishanganj,FALSE
29-04-2020 05:14,5104.27,"Tank, Bajaj and Kumar",Mau,TRUE
18-05-2020 06:11,1464.38,Seth-Sodhi,Davanagere,FALSE
11-09-2020 01:58,3304.85,Dutta-Ramanathan,Maheshtala,TRUE
26-02-2020 13:35,4578.82,"Sawhney, Dube and Mandal",Junagadh,FALSE
25-06-2021 06:56,2978.58,Chopra-Datta,Kavali,TRUE
03-08-2023 01:30,3610,Kamdar-Deep,Gorakhpur,TRUE
12-12-2021 21:02,9239.11,Arya-Basak,Malda,FALSE
15-03-2022 01:55,699.57,Hari-Korpal,New Delhi,FALSE
16-11-2021 11:11,9468.75,Bora Group,Ichalkaranji,TRUE
27-09-2022 20:22,93.13,Sekhon Inc,Katni,TRUE
11-05-2020 13:52,5039.19,"Banik, Brar and Chander",Aizawl,FALSE
18-04-2022 04:54,274.74,Ramaswamy-Dash,Ulhasnagar,FALSE
13-08-2023 16:34,5349.53,"Thaman, Tailor and Ramakrishnan",Kumbakonam,TRUE
27-09-2020 13:25,7935.96,Madan-Randhawa,Gaya,FALSE
15-09-2022 03:05,1906.19,Konda-Randhawa,Madurai,FALSE
07-02-2023 06:21,9577.89,Mangal-Bandi,Fatehpur,FALSE
08-10-2023 23:46,6210.12,Bath-Hans,Alappuzha,FALSE
02-07-2021 05:42,423.22,Thaker Ltd,Bidar,FALSE
14-10-2021 20:56,2838.95,Guha Group,Kirari Suleman Nagar,FALSE
21-04-2021 18:54,1053.23,"Sinha, Kohli and Varghese",Belgaum,TRUE
12-01-2021 12:37,1312.93,"Maharaj, Tak and Baria",Moradabad,FALSE
07-06-2021 04:50,722.93,Dhillon LLC,Rajahmundry,TRUE
29-05-2023 00:59,5072.57,"Dugar, Lad and Chander",Tadepalligudem,FALSE
09-04-2021 20:00,1776.43,Krishna-Badal,Berhampur,TRUE
20-02-2021 07:34,2644.79,Deep Group,Hospet,TRUE
03-04-2023 12:17,9143.86,"Issac, Kade and Kurian",Amaravati,TRUE
17-06-2023 08:30,8646.27,Kumar Group,Nangloi Jat,TRUE
30-05-2022 16:42,6841.51,"Mani, Rao and Ramesh",Bijapur,TRUE
07-05-2023 18:05,4243.17,"Brar, Balan and Chandra",Bhilai,TRUE
05-02-2021 18:20,6088.4,Bhagat-Chhabra,Muzaffarnagar,TRUE
20-03-2020 01:55,7376.53,"Sanghvi, Swamy and Deep",Ahmedabad,TRUE
28-10-2023 10:16,43.66,Kota-Dar,Kurnool,TRUE
25-02-2020 19:21,6336.49,"Bose, Tara and Dora",Farrukhabad,TRUE
02-07-2020 15:27,4304.26,Kaul and Sons,Gandhinagar,FALSE
10-06-2020 02:00,3536.37,Kara PLC,Surat,TRUE
27-05-2020 04:55,8605.38,Kohli Group,Indore,FALSE
14-08-2022 20:17,9092.21,"Loyal, Luthra and Deo",Eluru,FALSE
06-08-2021 13:48,7518.08,Tak LLC,Dewas,FALSE
11-08-2020 12:35,9810.78,"Khare, Banerjee and Bhatnagar",Fatehpur,TRUE
28-10-2022 01:34,7601.26,Salvi-Uppal,Tiruchirappalli,FALSE
21-10-2023 02:38,9800.74,Sarna-Choudhry,Chandrapur,FALSE
14-03-2020 00:29,3672.71,"Apte, Sahota and Sarma",Begusarai,TRUE
22-12-2020 04:31,1925.76,"Mammen, Swamy and Seth",Nashik,FALSE
22-03-2021 01:42,4623.97,"Raja, Bhatia and Subramanian",Karaikudi,FALSE
27-11-2021 04:02,6050.94,"Chawla, Shanker and Sama",Sagar,TRUE
24-05-2020 13:37,3032.56,Shah Ltd,Srikakulam,FALSE
06-01-2023 20:20,3044.49,Mall Inc,Hubli–Dharwad,FALSE
16-11-2021 10:11,8379.5,"Saxena, Rout and Warrior",Chennai,FALSE
23-07-2022 07:29,3285.9,Dey Ltd,Jammu,FALSE
31-12-2021 10:11,5638.78,Suresh-Sule,Dibrugarh,TRUE
30-03-2020 04:49,5370.56,Bora and Sons,Visakhapatnam,FALSE
26-01-2023 06:58,5369.33,Gill Inc,Katihar,TRUE
30-10-2022 02:02,3299.22,Mander-Gour,Karawal Nagar,TRUE
11-04-2023 05:31,2074.35,Keer Group,Sangli-Miraj & Kupwad,TRUE
04-08-2021 09:24,7999.21,"Hans, Bhattacharyya and Tripathi",Malda,FALSE
23-10-2020 02:56,2437.22,"Dyal, Kanda and Balay",Ludhiana,FALSE
15-02-2023 13:50,7551.77,Cherian Ltd,Mahbubnagar,TRUE
23-12-2023 02:36,6468.57,Jha PLC,Jorhat,TRUE
19-02-2023 13:44,4036.02,Kalita Ltd,Bijapur,FALSE
01-04-2021 09:22,127.99,"Tara, Gokhale and Venkatesh",Bilaspur,TRUE
20-02-2021 19:31,8775.65,Dhaliwal Inc,Unnao,FALSE
13-08-2022 19:26,505.44,"Virk, Baria and Kakar",Pune,TRUE
06-05-2023 14:30,3683.92,Kade Group,Ranchi,FALSE
24-03-2023 05:54,7496.45,Kothari-Baral,Bihar Sharif,TRUE
31-10-2020 11:36,2581.53,Bala Ltd,Vijayawada,FALSE
09-11-2023 15:20,2281.28,"Kuruvilla, Chand and Tak",Giridih,FALSE
30-07-2022 18:18,7277.22,Lad-Bose,Ghaziabad,FALSE
01-07-2020 19:05,9285.68,"Sachdev, Sankar and Dhaliwal",Thanjavur,TRUE
16-01-2023 20:16,1733.9,"Sha, Kant and Ahuja",Noida,TRUE
05-09-2023 19:17,7043.84,Warrior Ltd,Thanjavur,TRUE
13-07-2021 09:55,1033.61,Chhabra Inc,Kirari Suleman Nagar,TRUE
30-11-2023 16:13,4509.22,Gupta and Sons,Solapur,TRUE
25-07-2022 02:16,6219.68,Joshi-Chowdhury,Dewas,TRUE
26-11-2021 17:17,3356.72,Basu LLC,Gulbarga,FALSE
05-10-2023 14:58,7078.21,Sachdeva Group,Uluberia,TRUE
11-06-2023 16:53,296.96,Mangat-Wason,Aurangabad,TRUE
06-10-2021 14:27,9466.84,"Venkatesh, Kakar and Dhaliwal",Junagadh,FALSE
07-05-2023 17:21,5015.51,Ramesh PLC,Nagpur,TRUE
01-03-2021 11:13,5624.26,Garg-Varkey,Bhind,FALSE
